0,1,2,3
6772,19458729,7,Commercial (1)
1278,19465737,3,Commercial only
1279,19465737,5,Unknown age
1280,19465737,14,"2,451 sqft"
1281,19465737,7,Commercial (1)
10079,19467510,3,Commercial and office space
10080,19467510,5,1999
10081,19467510,14,"1,200 sqft"
10082,19467510,7,Commercial (1)
6747,19483279,3,Commercial only
6748,19483279,14,"1,040 sqft"
6749,19483279,1,"10,645 sqft"
6750,19483279,7,Commercial (1)
2976,19520580,3,Commercial and residential
2977,19520580,5,1900
2978,19520580,14,"2,505 sqft"
2979,19520580,12,"2,505 sqft"
2980,19520580,7,Commercial (1)
6596,19528780,3,Commercial and residential
6597,19528780,14,"3,000 sqft"
6598,19528780,7,Commercial (1)
9037,19537493,3,Commercial and office space
9038,19537493,14,"6,000 sqft"
9039,19537493,7,Commercial (1)
2151,19539850,2,Resort
361,19541799,3,Commercial and office space
362,19541799,5,Unknown age
363,19541799,14,"2,500 sqft"
364,19541799,12,"2,500 sqft"
365,19541799,1,"10,840 sqft"
366,19541799,7,Commercial (1)
7488,19554687,3,Offices only
7489,19554687,14,"3,500 sqft"
7490,19554687,7,Office (1)
5560,19557549,3,Commercial and office space
5561,19557549,5,1987
5562,19557549,14,700 sqft
5563,19557549,7,Office (1)
9204,19559176,3,Commercial and office space
9205,19559176,5,Unknown age
9206,19559176,14,"6,804 sqft"
9207,19559176,12,"6,804 sqft"
9208,19559176,1,"8,014 sqft"
9209,19559176,7,Commercial (1)
9210,19559176,15,Department store
8716,19561365,1,"137,679 sqft"
8717,19561365,2,Commercial
1575,19566472,3,Commercial and residential
1576,19566472,5,1988
1577,19566472,14,"3,556 sqft"
1578,19566472,1,"4,913 sqft"
1579,19566472,7,Commercial (1)
1580,19566472,15,Restaurant
7187,19584846,3,Commercial and office space
7188,19584846,14,800 sqft
7189,19584846,12,800 sqft
7190,19584846,7,Office (1)
927,19584916,3,Commercial only
928,19584916,5,1989
929,19584916,14,"3,120 sqft"
930,19584916,1,"86,832 sqft"
931,19584916,7,Commercial (1)
6751,19589149,3,Commercial only
6752,19589149,14,"1,071 sqft"
6753,19589149,12,"1,070 sqft"
6754,19589149,1,"23,659 sqft"
6755,19589149,7,Commercial (1)
6756,19589149,15,"Dating agency, Travel agency, Fitness centre, Shoe repair shop, Church, Photo studio, Health centre"
8154,19596466,3,Offices only
8155,19596466,14,"5,022 sqft"
8156,19596466,7,Office (1)
10338,19605832,1,Seniors' residence
10339,19605832,1,Detached
10340,19605832,1,2000
10341,19605832,1,"1,957 sqft"
10342,19605832,1,"6,305 sqft"
10343,19605832,1,Driveway (10)
10344,19605832,1,Residential (16)
10345,19605832,1,16 x 1 ½
10346,19605832,1,"$225,012"
10347,19605832,1,Basement 6 feet or +
5209,19611008,3,Commercial and office space
5210,19611008,5,1965
5211,19611008,14,"2,300 sqft"
5212,19611008,7,Commercial (1)
5213,19611008,15,Other
5201,19611501,3,Commercial only
5202,19611501,14,900 sqft
5203,19611501,7,Commercial (1)
9591,19629108,3,Commercial and office space
9592,19629108,14,"10,500 sqft"
9593,19629108,7,Commercial (1)
39,19631231,3,Commercial and office space
40,19631231,14,"1,125 sqft"
41,19631231,7,Office (1)
7217,19651251,3,Industrial and offices
7218,19651251,14,"2,500 sqft"
7219,19651251,7,Industrial (1)
7220,19651251,15,Other
2821,19664116,3,Offices only
2822,19664116,5,Unknown age
2823,19664116,14,"2,100 sqft"
2824,19664116,12,"10,192 sqft"
2825,19664116,7,Commercial (1)
2826,19664116,15,Other
1819,19666590,3,Commercial and office space
1820,19666590,5,1994
1821,19666590,14,11 sqft
1822,19666590,12,680 sqft
1823,19666590,7,Commercial (1)
4066,19668885,3,Commercial and office space
4067,19668885,14,600 sqft
4068,19668885,7,Commercial (1)
6278,19669990,3,Offices only
6279,19669990,14,"1,200 sqft"
6280,19669990,7,Office (1)
5027,19672066,3,Commercial only
5028,19672066,14,"1,260 sqft"
5029,19672066,7,Commercial (1)
6051,19673493,3,Offices only
6052,19673493,5,1998
6053,19673493,14,"8,000 sqft"
6054,19673493,7,Office (1)
6757,19674062,3,Commercial only
6758,19674062,14,"1,000 sqft"
6759,19674062,7,Commercial (1)
4453,19676962,3,Commercial and office space
4454,19676962,5,Unknown age
4455,19676962,14,"1,169 sqft"
4456,19676962,12,"1,169 sqft"
4457,19676962,1,"1,182 sqft"
4458,19676962,7,Commercial (1)
8371,19709787,3,Offices only
8372,19709787,5,Unknown age
8373,19709787,14,143 sqft
8374,19709787,7,Office (1)
8375,19709787,15,Professional
4564,19730017,3,Commercial and office space
4565,19730017,5,", Historic"
4566,19730017,14,900 sqft
4567,19730017,7,Commercial (1)
10269,19741231,3,Commercial and office space
10270,19741231,14,"1,100 sqft"
10271,19741231,7,Office (1)
10272,19741231,15,Office
8684,19743899,3,Commercial and residential
8685,19743899,14,"From 400 sqft to 3,700 sqft"
8686,19743899,7,"Commercial (1), Warehouse (1)"
5328,19752362,3,Commercial and industrial
5329,19752362,5,"2016, New"
5330,19752362,14,"3,000 sqft"
5331,19752362,7,Commercial (1)
2043,19762421,3,Commercial and office space
2044,19762421,14,"1,065 sqft"
2045,19762421,7,Office (1)
5844,19766433,3,Offices only
5845,19766433,5,1947
5846,19766433,14,"2,800 sqft"
5847,19766433,7,Office (1)
8454,19767562,3,Commercial and office space
8455,19767562,14,"6,500 sqft"
8456,19767562,7,Commercial (1)
2283,19778068,3,Commercial and industrial
2284,19778068,5,1988
2285,19778068,14,"6,598 sqft"
2286,19778068,7,Industrial (1)
2568,19781564,3,Commercial and office space
2569,19781564,14,"3,086 sqft"
2570,19781564,7,Commercial (1)
5151,19792723,3,Commercial only
5152,19792723,5,1989
5153,19792723,14,"8,431 sqft"
5154,19792723,1,"86,832 sqft"
5155,19792723,7,Commercial (1)
2211,19793193,3,Commercial and office space
2212,19793193,5,1979
2213,19793193,14,"1,200 sqft"
2214,19793193,12,"1,200 sqft"
2215,19793193,7,Commercial (1)
2216,19793193,15,"Travel agency, Arts and Crafts, Health centre, Boutique, Gift shop, Shoe repair shop, Accounting, Computing equipment, Massotherapy, Dry-cleaning, Beauty salon, Hairdresser, Tanning salon, Pet grooming, Photo studio"
7165,19794304,3,Commercial only
7166,19794304,5,2005
7167,19794304,14,"1,578 sqft"
7168,19794304,7,Commercial (1)
6573,19806079,3,Commercial only
6574,19806079,5,1960
6575,19806079,14,840 sqft
6576,19806079,12,"6,302 sqft"
6577,19806079,1,"23,354 sqft"
6578,19806079,7,Commercial (1)
12,19806115,1,"12,594 sqft"
13,19806115,2,"Commercial, Residential"
6160,19807544,3,Commercial and office space
6161,19807544,14,"3,300 sqft"
6162,19807544,7,Commercial (1)
6163,19807544,15,Shopping centre
9681,19809931,3,Commercial only
9682,19809931,14,"1,000 sqft"
9683,19809931,7,Commercial (1)
1107,19816377,3,Commercial only
1108,19816377,5,1993
1109,19816377,14,"2,800 sqft"
1110,19816377,7,Commercial (1)
8233,19819427,3,Commercial only
8234,19819427,5,1978
8235,19819427,14,"1,400 sqft"
8236,19819427,12,"1,406 sqft"
8237,19819427,7,Commercial (1)
8238,19819427,15,Fast food
7560,19824818,3,Commercial and office space
7561,19824818,5,1947
7562,19824818,14,"5,333 sqft"
7563,19824818,12,"16,716 sqft"
7564,19824818,1,"9,637 sqft"
7565,19824818,7,Commercial (1)
5614,19827598,3,Commercial only
5615,19827598,5,1960
5616,19827598,14,500 sqft
5617,19827598,7,Commercial (1)
5618,19827598,15,Other
5535,19834790,3,Commercial only
5536,19834790,14,"2,500 sqft"
5537,19834790,7,Commercial (1)
4772,19844711,3,Commercial only
4773,19844711,5,", Century"
4774,19844711,14,900 sqft
4775,19844711,7,Commercial (1)
1351,19845501,3,Commercial only
1352,19845501,5,1902
1353,19845501,14,430 sqft
1354,19845501,7,Commercial (1)
8045,19853953,3,Commercial and office space
8046,19853953,14,715 sqft
8047,19853953,7,Office (1)
3614,19871450,3,Commercial and office space
3615,19871450,14,"1,800 sqft"
3616,19871450,7,Commercial (1)
6334,19883243,3,Commercial only
6335,19883243,5,1954
6336,19883243,14,"1,200 sqft"
6337,19883243,1,"5,909 sqft"
6338,19883243,7,Commercial (1)
853,19884398,3,Commercial and residential
854,19884398,5,2013
855,19884398,14,"10,564 sqft"
856,19884398,7,Commercial (1)
857,19884398,15,Candy/Chocolate shop
4524,19886014,3,Commercial and office space
4525,19886014,5,2017
4526,19886014,14,"1,290 sqft"
4527,19886014,7,Commercial (1)
10314,19898620,3,Commercial and office space
10315,19898620,5,1930
10316,19898620,14,"From 1,864 sqft to 4,064 sqft"
10317,19898620,12,"4,064 sqft"
10318,19898620,1,"9,583 sqft"
10319,19898620,7,Commercial (2)
5838,19908893,3,Commercial and industrial
5839,19908893,5,1970
5840,19908893,14,"14,520 sqft"
5841,19908893,12,"101,710 sqft"
5842,19908893,1,"160,275 sqft"
5843,19908893,7,Industrial (1)
2962,19911419,3,Commercial and office space
2963,19911419,5,"To be built, New"
2964,19911419,14,"9,172 sqft"
2965,19911419,7,Commercial (1)
2507,19917209,3,Offices only
2508,19917209,5,1930
2509,19917209,14,From 118 sqft to 256 sqft
2510,19917209,7,Office (2)
3180,19918321,3,Commercial and residential
3181,19918321,14,"12,380 sqft"
3182,19918321,7,Industrial (1)
3183,19918321,15,Electrical supplies
4854,19925253,3,Industrial and offices
4855,19925253,14,"2,100 sqft"
4856,19925253,7,Office (1)
7858,19928070,3,Commercial only
7859,19928070,14,"3,229 sqft"
7860,19928070,7,Warehouse (1)
7059,19934376,3,Offices only
7060,19934376,5,1992
7061,19934376,14,"3,500 sqft"
7062,19934376,12,"3,500 sqft"
7063,19934376,1,"6,800 sqft"
7064,19934376,7,Office (1)
2938,19936432,3,Commercial and office space
2939,19936432,14,"1,500 sqft"
2940,19936432,7,Commercial (1)
3965,19937728,3,Commercial and industrial
3966,19937728,14,"1,500 sqft"
3967,19937728,7,Industrial (1)
9875,19937902,3,Commercial only
9876,19937902,14,"4,000 sqft"
9877,19937902,1,"4,047 sqft"
9878,19937902,7,Commercial (1)
9879,19937902,15,Garage
87,19938394,3,Commercial and office space
88,19938394,14,"3,800 sqft"
89,19938394,7,Commercial (1)
90,19938394,15,Shopping centre
2011,19954128,3,Offices only
2012,19954128,14,112 sqft
2013,19954128,7,Office (1)
9377,19969750,3,Offices only
9378,19969750,5,1974
9379,19969750,14,"3,230 sqft"
9380,19969750,7,Office (1)
1017,20003083,3,Commercial and office space
1018,20003083,5,"1886, Century"
1019,20003083,14,"4,600 sqft"
1020,20003083,12,"4,500 sqft"
1021,20003083,7,Commercial (1)
1022,20003083,15,Restaurant
1872,20018285,3,Commercial and office space
1873,20018285,14,735 sqft
1874,20018285,7,Commercial (1)
1875,20018285,15,Other
2221,20040610,3,Offices only
2222,20040610,5,1974
2223,20040610,14,"2,236 sqft"
2224,20040610,7,Office (1)
8625,20057739,3,Industrial only
8626,20057739,14,"1,400 sqft"
8627,20057739,7,Industrial (1)
3863,20068884,3,Commercial and office space
3864,20068884,14,"1,163 sqft"
3865,20068884,7,Commercial (1)
5090,20069498,3,Commercial and office space
5091,20069498,14,"From 2,400 sqft to 4,800 sqft"
5092,20069498,7,Commercial (2)
3269,20079476,3,Commercial and office space
3270,20079476,5,1988
3271,20079476,14,"From 2,083 sqft to 4,844 sqft"
3272,20079476,12,"32,521 sqft"
3273,20079476,1,"93,864 sqft"
3274,20079476,7,Commercial (2)
432,20082313,3,Commercial and office space
433,20082313,14,"1,301 sqft"
434,20082313,7,Office (1)
7591,20083487,3,Commercial and office space
7592,20083487,14,"1,203 sqft"
7593,20083487,7,Commercial (1)
6688,20089092,3,Commercial only
6689,20089092,14,"35,000 sqft"
6690,20089092,12,"35,000 sqft"
6691,20089092,7,Commercial (1)
3490,20089466,3,Commercial and office space
3491,20089466,14,"2,200 sqft"
3492,20089466,12,"2,200 sqft"
3493,20089466,7,Commercial (1)
3494,20089466,15,"Boutique, Travel agency, Gift shop, Shopping centre, Health centre, Accounting, Shoe repair shop, Convenience store, Massotherapy, Hairdresser, Beauty salon, Hairdresser - Men's, Pet grooming, Variety store"
4952,20093478,3,Commercial and office space
4953,20093478,5,"To be built, New"
4954,20093478,14,"4,000 sqft"
4955,20093478,7,Commercial (1)
345,20097614,3,Commercial only
346,20097614,5,1948
347,20097614,14,600 sqft
348,20097614,7,Commercial (1)
349,20097614,15,Other
3859,20116755,3,Offices only
3860,20116755,14,"2,145 sqft"
3861,20116755,7,Commercial (1)
3862,20116755,15,Other
569,20120198,3,Offices only
570,20120198,14,88 sqft
571,20120198,7,Office (1)
572,20120198,15,Other
5707,20125639,3,Commercial and office space
5708,20125639,5,2010
5709,20125639,14,"From 4,295 sqft to 8,590 sqft"
5710,20125639,12,"8,596 sqft"
5711,20125639,1,"7,511 sqft"
5712,20125639,7,Commercial (2)
4047,20129776,3,Offices only
4048,20129776,14,129 sqft
4049,20129776,7,Office (1)
901,20131551,3,Commercial only
902,20131551,14,"2,500 sqft"
903,20131551,7,Commercial (1)
904,20131551,15,Other
3943,20132114,3,Offices only
3944,20132114,14,100 sqft
3945,20132114,7,Office (1)
7304,20132557,3,Offices only
7305,20132557,14,118 sqft
7306,20132557,7,Office (1)
2835,20135268,14,792 sqft
2836,20135268,7,Commercial (1)
3017,20135571,3,Offices only
3018,20135571,14,150 sqft
3019,20135571,7,Office (1)
3020,20135571,15,Business office
1403,20143513,3,Offices only
1404,20143513,14,200 sqft
1405,20143513,7,Office (1)
2639,20162663,3,Commercial only
2640,20162663,5,1987
2641,20162663,14,"2,350 sqft"
2642,20162663,7,Commercial (1)
6582,20170181,3,Commercial only
6583,20170181,5,1938
6584,20170181,14,"From 1,600 sqft to 8,500 sqft"
6585,20170181,12,"8,100 sqft"
6586,20170181,1,"7,061 sqft"
6587,20170181,7,Commercial (4)
6588,20170181,15,"Health centre, Bar, Restaurant"
1515,20171675,3,Offices only
1516,20171675,5,1990
1517,20171675,14,"1,918 sqft"
1518,20171675,12,"1,918 sqft"
1519,20171675,7,Office (1)
4111,20176312,3,Commercial and residential
4112,20176312,14,"2,800 sqft"
4113,20176312,7,Commercial (1)
3852,20183994,3,Commercial and office space
3853,20183994,14,338 sqft
3854,20183994,12,"34,337 sqft"
3855,20183994,7,Office (1)
3247,20188002,3,Commercial and office space
3248,20188002,14,"From 800 sqft to 9,680 sqft"
3249,20188002,7,Office (4)
3250,20188002,15,"Daycare centre, Health centre, Packaging, Fitness centre, Plumbing"
5113,20198688,3,Commercial only
5114,20198688,14,"3,200 sqft"
5115,20198688,7,Commercial (1)
2504,20206273,3,Offices only
2505,20206273,14,128 sqft
2506,20206273,7,Commercial (1)
1024,20211885,3,Commercial and office space
1025,20211885,14,"11,600 sqft"
1026,20211885,1,"219,978 sqft"
1027,20211885,7,Commercial (1)
225,20215238,3,Commercial and office space
226,20215238,5,Unknown age
227,20215238,14,"1,350 sqft"
228,20215238,7,Commercial (1)
229,20215238,15,Offices
1837,20221019,3,Commercial and office space
1838,20221019,14,"3,000 sqft"
1839,20221019,7,Commercial (1)
7459,20221096,3,Commercial and industrial
7460,20221096,5,1979
7461,20221096,14,"5,000 sqft"
7462,20221096,12,"5,000 sqft"
7463,20221096,1,"29,290 sqft"
7464,20221096,7,Commercial (1)
7465,20221096,15,Other
5048,20234203,3,Offices only
5049,20234203,5,1978
5050,20234203,14,"1,385 sqft"
5051,20234203,7,Office (1)
8746,20249876,3,Commercial and office space
8747,20249876,5,"To be built, New"
8748,20249876,14,"4,000 sqft"
8749,20249876,1,"68,675 sqft"
8750,20249876,7,Commercial (1)
10024,20250472,3,Offices only
10025,20250472,5,2011
10026,20250472,14,"1,466 sqft"
10027,20250472,7,Office (1)
10028,20250472,15,Other
9971,20265984,3,Commercial and residential
9972,20265984,5,1957
9973,20265984,14,700 sqft
9974,20265984,7,Commercial (1)
2337,20273516,3,Commercial and office space
2338,20273516,5,1949
2339,20273516,14,"5,000 sqft"
2340,20273516,12,"5,163 sqft"
2341,20273516,1,"5,164 sqft"
2342,20273516,7,Commercial (1)
2343,20273516,15,Convenience store
935,20281425,3,Commercial and office space
936,20281425,5,1987
937,20281425,14,"4,705 sqft"
938,20281425,7,Commercial (1)
939,20281425,15,Other
5371,20282011,3,Offices only
5372,20282011,5,1974
5373,20282011,14,"2,003 sqft"
5374,20282011,7,Office (1)
5375,20282011,15,Office
2017,20289665,3,Industrial and offices
2018,20289665,14,"10,208 sqft"
2019,20289665,7,Industrial (1)
7398,20297557,3,Commercial only
7399,20297557,5,Unknown age
7400,20297557,14,"13,200 sqft"
7401,20297557,7,Commercial (1)
7402,20297557,15,showroom/entreposage
7041,20309909,3,Commercial only
7042,20309909,14,"10,000 sqft"
7043,20309909,7,Commercial (1)
6098,20313601,3,Offices only
6099,20313601,5,2017
6100,20313601,14,135 sqft
6101,20313601,7,Commercial (1)
3115,20316286,3,Offices only
3116,20316286,5,Unknown age
3117,20316286,14,"2,244 sqft"
3118,20316286,1,"4,746 sqft"
3119,20316286,7,Office (1)
3296,20321018,3,Commercial and office space
3297,20321018,14,"From 1,100 sqft to 2,200 sqft"
3298,20321018,7,"Commercial (1), Office (1)"
7600,20325241,3,Commercial and industrial
7601,20325241,14,"20,000 sqft"
7602,20325241,7,Industrial (1)
1615,20332843,3,Offices only
1616,20332843,5,1927
1617,20332843,14,"From 7,200 sqft to 14,400 sqft"
1618,20332843,7,Office (2)
6401,20345896,3,Commercial only
6402,20345896,5,Unknown age
6403,20345896,14,"4,384 sqft"
6404,20345896,7,Commercial (1)
6405,20345896,15,Daycare centre
8275,20359718,3,Commercial and office space
8276,20359718,5,2010
8277,20359718,14,"3,600 sqft"
8278,20359718,1,"3,600 sqft"
8279,20359718,7,Warehouse (1)
5825,20369746,3,Industrial only
5826,20369746,14,"12,800 sqft"
5827,20369746,7,Industrial (1)
7520,20372671,3,Commercial and office space
7521,20372671,5,1967
7522,20372671,14,861 sqft
7523,20372671,7,Commercial (1)
4653,20377072,3,Commercial and office space
4654,20377072,5,Unknown age
4655,20377072,14,"3,089 sqft"
4656,20377072,1,"14,424 sqft"
4657,20377072,7,Commercial (1)
624,20378542,3,Commercial and industrial
625,20378542,5,1950
626,20378542,14,"6,200 sqft"
627,20378542,12,"6,200 sqft"
628,20378542,7,Commercial (1)
629,20378542,15,SPCA
10201,20378774,3,Commercial only
10202,20378774,5,1946
10203,20378774,14,"1,443 sqft"
10204,20378774,7,Commercial (1)
10205,20378774,15,Restaurant
2615,20380477,3,Commercial and office space
2616,20380477,14,"2,700 sqft"
2617,20380477,7,Office (1)
2618,20380477,15,Other
3042,20387383,3,Commercial and office space
3043,20387383,5,"To be built, New"
3044,20387383,14,"2,000 sqft"
3045,20387383,7,Commercial (1)
9888,20402057,3,Commercial and office space
9889,20402057,5,1900
9890,20402057,14,"1,300 sqft"
9891,20402057,7,Commercial (1)
9892,20402057,15,Travel agency
9373,20402805,3,Commercial only
9374,20402805,14,"2,207 sqft"
9375,20402805,12,"2,207 sqft"
9376,20402805,7,Commercial (1)
8661,20406614,3,Commercial and office space
8662,20406614,14,"From 975 sqft to 2,315 sqft"
8663,20406614,12,"1,178 sqft"
8664,20406614,1,"5,894 sqft"
8665,20406614,7,Office (2)
4242,20427928,3,Commercial and office space
4243,20427928,5,1950
4244,20427928,14,"2,976 sqft"
4245,20427928,12,"2,976 sqft"
4246,20427928,1,"5,202 sqft"
4247,20427928,7,Commercial (1)
1257,20434606,3,Commercial and office space
1258,20434606,5,1947
1259,20434606,14,"1,740 sqft"
1260,20434606,12,"16,716 sqft"
1261,20434606,1,"9,637 sqft"
1262,20434606,7,Commercial (1)
1223,20439856,3,Commercial and office space
1224,20439856,5,1989
1225,20439856,14,850 sqft
