0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
mls_number,Lot area,Zoning,Use of property,Building style,Year built,Fireplace/Stove,Number of units,Residential units,Main unit,Potential gross revenue,Additional features,Building area,Parking,Available area,Type of business,Pool
12310571,"4,058 sqft",,Commercial and residential,,,,Office (1),,,,,"4,058 sqft",,"3,405 sqft",,
12320515,"8,658 sqft",,Commercial only,,1974,,Commercial (1),,,,,"9,339 sqft",,"9,339 sqft",Hardware store,
12324214,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,"5,086 sqft",Dealer,
12327162,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,850 sqft,Other,
12330156,,,Commercial and office space,,,,Office (1),,,,,,,"5,450 sqft",Professional Offices,
12335920,,,Offices only,,1984,,Office (1),,,,,,,825 sqft,,
12354967,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,423 sqft",,
12358672,,,Commercial only,,,,Commercial (1),,,,,,,650 sqft,,
12365973,,,Commercial and office space,,1961,,Commercial (1),,,,,,,"2,308 sqft",,
12372708,,,Commercial and office space,,,,Commercial (1),,,,,,,855 sqft,,
12404139,"9,637 sqft",,Commercial and office space,,1947,,Commercial (1),,,,,"16,716 sqft",,"2,666 sqft",,
12408885,,,Commercial only,,1885,,Commercial (1),,,,,,,960 sqft,Health centre,
12420392,,,Offices only,,2002,,Office (1),,,,,,,"2,400 sqft",,
12424087,,,Offices only,,,,Office (1),,,,,,,135 sqft,,
12431795,,,Offices only,,,,Commercial (2),,,,,800 sqft,,"From 800 sqft to 1,600 sqft",Other,
12431856,,,Commercial only,,"To be built, New",,Commercial (1),,,,,,,"7,000 sqft",voir grille d'usage ci-joint joint,
12436677,,,Commercial and industrial,,,,Commercial (1),,,,,,,"1,300 sqft",,
12448965,,,Commercial and office space,,,,Office (1),,,,,,,"2,000 sqft",,
12452784,,,Offices only,,,,Office (1),,,,,,,180 sqft,,
12472891,,,Commercial only,,1970,,Commercial (1),,,,,"1,100 sqft",,"1,200 sqft",Detail+service+restaurant,
12473918,,,Commercial and office space,,,,Commercial (1),,,,,,,803 sqft,,
12473972,,,Offices only,,,,Office (1),,,,,,,118 sqft,,
12480589,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"6,850 sqft",Bank,
12489880,,,Commercial and office space,,,,Commercial (1),,,,,,,"5,689 sqft",Other,
12492786,,,Commercial and residential,,,,Commercial (1),,,,,,,"12,300 sqft",,
12498340,,,Commercial only,,2007,,Commercial (1),,,,,,,"1,250 sqft",,
12498938,"566,569 sqft",,Commercial and residential,,Unknown age,,Commercial (1),,,,,,,"12,000 sqft",Inn,
12510736,,,Offices only,,1954,,Office (1),,,,,"4,961 sqft",,430 sqft,Many services,
12512047,,,Offices only,,"To be built, New",,Office (1),,,,,,,"1,500 sqft",,
12529664,"68,556 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"1,301 sqft",Other,
12539361,"5,777 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"2,760 sqft",Other,
12540157,"86,832 sqft",,Commercial only,,1989,,Commercial (1),,,,,,,"1,307 sqft",,
12545843,,,Commercial and office space,,,,Office (1),,,,,"3,200 sqft",,"3,200 sqft",,
12550670,"9,734 sqft",,Commercial and office space,,1947,,Commercial (1),,,,,,,400 sqft,,
12551663,,,Commercial and office space,,1973,,Commercial (1),,,,,,,490 sqft,,
12560218,,,Offices only,,2013,,Office (1),,,,,,,"1,984 sqft",,
12565025,,,Commercial and office space,,1983,,Commercial (1),,,,,965 sqft,,965 sqft,,
12575717,,,Offices only,,1954,,Office (1),,,,,"4,961 sqft",,580 sqft,Many services,
12576888,,,Commercial and office space,,,,Commercial (1),,,,,,,545 sqft,Vacant,
12595991,,,Commercial and office space,,2013,,Commercial (1),,,,,"1,820 sqft",,"1,820 sqft",,
12596320,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,000 sqft",,
12599250,,,Commercial only,,,,Commercial (1),,,,,,,"4,129 sqft",,
12618203,"4,585 sqft",,Commercial and residential,,,,Commercial (1),,,,,991 sqft,,"1,981 sqft",Other,
12640787,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"1,853 sqft",,
12642450,"6,275 sqft",,Commercial and office space,,2013,,Commercial (1),,,,,"3,000 sqft",,302 sqft,,
12704387,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,900 sqft,,900 sqft,,
12712161,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,000 sqft",Shopping centre,
12714065,,,Industrial and offices,,2015,,Office (1),,,,,,,"2,000 sqft",,
12728437,,,Commercial and office space,,1986,,Office (1),,,,,,,"2,800 sqft",,
12731458,,,Commercial and office space,,,,Office (1),,,,,,,"2,300 sqft",,
12734930,"15,600 sqft",,Commercial only,,"To be built, New",,Commercial (1),,,,,"4,000 sqft",,"4,000 sqft",,
12735370,,,Commercial only,,,,Commercial (1),,,,,"5,000 sqft",,"5,000 sqft",,
12737868,,,Offices only,,1928,,Office (1),,,,,,,"8,000 sqft",,
12742101,,,Commercial and industrial,,,,Commercial (1),,,,,,,"2,375 sqft",,
12764314,,,Commercial and office space,,"To be built, New",,"Commercial (1), Office (1)",,,,,,,"From 30,000 sqft to 60,000 sqft","Pet shop, Butcher shop, Bakery, Boutique, Deli/Cheese shop, Grocery store, Florist, Fruits and vegetables, Pharmacy, Restaurant, Beauty salon",
12768194,,,Commercial only,,1964,,Commercial (1),,,,,"1,000 sqft",,"1,000 sqft",,
12770208,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,400 sqft",,
12772928,"20,158 sqft",,Commercial and office space,,"To be built, New",,Commercial (1),,,,,"4,000 sqft",,"4,000 sqft",Restaurant,
12776100,"3,000 sqft",,Commercial only,,Unknown age,,Office (1),,,,,,,"1,150 sqft",,
12776993,,,Commercial only,,,,Commercial (1),,,,,,,375 sqft,,
12788366,,,Commercial and office space,,,,Office (1),,,,,,,155 sqft,,
12791944,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,647 sqft",Other,
12800456,,,Commercial only,,,,Commercial (1),,,,,,,"2,760 sqft",,
12801778,"24,608 sqft",,Commercial and office space,,1988,,Commercial (1),,,,,"9,500 sqft",,"2,375 sqft",,
12810860,,,Commercial and industrial,,,,Industrial (1),,,,,,,"10,000 sqft",,
12812675,,,Commercial and office space,,1953,,Office (1),,,,,,,"1,500 sqft",,
12833292,,,Commercial and office space,,1978,,Commercial (1),,,,,,,"1,200 sqft",,
12833408,"204,000 sqft",,Commercial and industrial,,1950,,Warehouse (1),,,,,"171,000 sqft",,"171,000 sqft",,
12839403,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,"2,006 sqft",,"2,005 sqft",,
12840458,,,Offices only,,Unknown age,,Industrial (1),,,,,"3,396 sqft",,"3,396 sqft",,
12848184,Residential,,,,,,,,,,,,,,,
12848903,,,Commercial and office space,,,,Commercial (4),,,,,,,"From 343 sqft to 3,524 sqft",,
12861648,,,Commercial only,,,,Commercial (1),,,,,,,"3,100 sqft",,
12872755,,,Offices only,,,,Commercial (1),,,,,,,214 sqft,,
12895308,,,Commercial and office space,,2012,,Commercial (1),,,,,,,723 sqft,Boutique,
12900120,,,Commercial and office space,,,,Office (1),,,,,,,120 sqft,,
12906375,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,000 sqft",,
12914440,,,Commercial and office space,,,,Commercial (1),,,,,"3,500 sqft",,"3,500 sqft",,
12914999,,,Commercial only,,"To be built, New",,Commercial (1),,,,,,,0 sqft,,
12928883,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,800 sqft",Other,
12937708,,,Commercial and office space,,,,Office (1),,,,,"2,500 sqft",,"2,500 sqft",Other,
12943835,,,Offices only,,1980,,Office (1),,,,,,,"1,243 sqft",,
12949944,,,Commercial and office space,,,,Office (1),,,,,"10,100 sqft",,"4,500 sqft",,
12955045,,,Offices only,,2017,,Office (1),,,,,,,102 sqft,,
12959340,,,Commercial and office space,,,,Office (1),,,,,,,"7,305 sqft",,
12969682,,,Offices only,,1988,,Office (1),,,,,,,"2,690 sqft",,
12971372,,,Offices only,,1945,,Commercial (1),,,,,,,108 sqft,,
12973647,,,Commercial and residential,,,,Commercial (1),,,,,,,"1,800 sqft",,
12993956,,,Commercial only,,1900,,Commercial (1),,,,,,,"1,800 sqft",,
13006591,"29,999 sqft",,Commercial and office space,,1981,,Commercial (1),,,,,,,"1,500 sqft",,
13007949,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,"3,700 sqft",,
13009032,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"1,900 sqft",Boutique,
13009143,,,Commercial only,,,,Commercial (1),,,,,,,"2,608 sqft",,
13028689,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,720 sqft",,
13043860,,,Offices only,,Unknown age,,Office (1),,,,,"2,020 sqft",,"2,020 sqft",,
13054310,,,Commercial only,,,,Commercial (1),,,,,,,250 sqft,Hairdresser,
13055877,,,Commercial and office space,,"2015, New",,Commercial (1),,,,,,,719 sqft,"Travel agency, Jewellery store, Laundromat, Shoe repair shop, Candy/Chocolate shop, Accounting, Health centre, Ice cream shop, Massotherapy, Florist, Beauty salon, Hairdresser, Convenience store, Department store",
13061521,,,Commercial and office space,,2005,,Commercial (1),,,,,,,946 sqft,Clinical psychology,
13067342,"8,382 sqft",,Commercial and office space,,1998,,"Commercial (1), Office (1)",,,,,,,"From 616 sqft to 1,586 sqft",offices or retail,
13070998,,,Commercial and office space,,1914,,Office (1),,,,,,,"1,331 sqft",Other,
13093610,,,Commercial and office space,,1970,,Commercial (1),,,,,,,"4,515 sqft",,
13100460,,,Commercial and office space,,1980,,Commercial (1),,,,,,,708 sqft,,
13104958,"59,978 sqft",,Commercial and industrial,,2015,,Commercial (2),,,,,,,"From 5,000 sqft to 13,000 sqft",Can be used for a multitude of buisnesses,
13133833,,,Commercial and office space,,1977,,Commercial (1),,,,,,,"8,600 sqft",,
13144088,,,Industrial and offices,,,,Office (1),,,,,,,"9,701 sqft",,
13145764,,,Offices only,,1977,,Office (1),,,,,,,"1,000 sqft",,
13154578,,,Commercial only,,,,Commercial (3),,,,,,,"From 1,400 sqft to 5,408 sqft",,
13162112,"1,264,425 sqft",,Industrial only,,,,Industrial (1),,,,,1 sqft,,"46,104 sqft",,
13169498,"86,832 sqft",,Commercial only,,1989,,Commercial (2),,,,,,,"From 1,307 sqft to 4,427 sqft",,
13180350,,,Commercial and industrial,,1975,,Industrial (1),,,,,,,"6,000 sqft",,
13188704,,,Offices only,,,,Office (1),,,,,,,204 sqft,,
13226810,,,Commercial only,,,,Commercial (1),,,,,,,"1,526 sqft",,
13227824,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,500 sqft",,
13229016,,,Commercial and office space,,1970,,Office (1),,,,,,,"1,877 sqft",,
13231631,,,Commercial and office space,,,,Commercial (1),,,,,,,"4,222 sqft",,
13242975,,,Commercial only,,,,Commercial (2),,,,,,,"From 954 sqft to 5,454 sqft",,
13248143,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,812 sqft",Hairdresser,
13254197,,,Commercial only,,1974,,Commercial (1),,,,,,,842 sqft,,
13255967,,,Commercial only,,,,Commercial (1),,,,,,,"1,490 sqft",,
13261659,,,Industrial and offices,,"To be built, New",,Industrial (1),,,,,,,"63,500 sqft",Other,
13266087,,,Commercial and office space,,,,Office (1),,,,,"7,100 sqft",,"1,400 sqft",,
13283691,,,Commercial and office space,,,,Office (1),,,,,,,"1,652 sqft",,
13299630,,,Offices only,,1818,,Office (1),,,,,,,"6,032 sqft",,
13308749,,,Offices only,,2007,,Office (1),,,,,,,"4,786 sqft",,
13312045,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,400 sqft",Other,
13316777,,,Offices only,,1987,,Office (1),,,,,,,250 sqft,,
13328237,,,Industrial and offices,,,,Industrial (1),,,,,,,"3,200 sqft",,
13336313,,,Commercial and office space,,,,Office (1),,,,,,,152 sqft,,
13345583,,,Commercial and office space,,,,Office (1),,,,,,,"1,419 sqft",,
13350717,,,Commercial and office space,,1973,,Commercial (1),,,,,,,"2,200 sqft",,
13357070,,,Industrial only,,,,Industrial (1),,,,,,,"18,600 sqft",,
13363846,,,Commercial only,,1978,,Commercial (1),,,,,,,156 sqft,,
13378707,Residential,,,,,,,,,,,,,,,
13406202,,,Offices only,,,,Office (1),,,,,,,130 sqft,,
13411340,"8,658 sqft",,Commercial and office space,,2001,,Commercial (1),,,,,"4,752 sqft",,"4,752 sqft",Other,
13416184,,,Commercial and office space,,,,Commercial (1),,,,,"1,665 sqft",,"1,665 sqft",,
13422600,,Residential,,,,,,,,,,,,,,
13426449,"72,532 sqft",,Commercial and office space,,1992,,Office (1),,,,,"35,555 sqft",,"2,000 sqft",,
13427720,"285,945,264 sqft",,Commercial and industrial,,,,Commercial (1),,,,,"1,985 sqft",,"1,985 sqft",Other,
13433052,,,Commercial and office space,,,,Commercial (4),,,,,,,"From 1,503 sqft to 6,034 sqft",,
13436034,,,Commercial and office space,,"2017, New",,Office (1),,,,,,,450 sqft,,
13438439,,,Commercial only,,1974,,Commercial (1),,,,,,,"4,500 sqft",,
13439242,"7,101 sqft",,Offices only,,1937,,Office (1),,,,,501 sqft,,501 sqft,,
13445549,"1,532 sqft",,Commercial and office space,,1969,,Office (1),,,,,,,"2,500 sqft",,
13449529,,,Commercial and industrial,,,,Industrial (1),,,,,,,"6,000 sqft",,
13451622,,,Offices only,,1928,,Office (1),,,,,,,"15,000 sqft",,
13463550,,,Commercial and office space,,,,Office (1),,,,,,,"10,000 sqft",,
13477774,,,Industrial and offices,,1947,,Commercial (1),,,,,,,"1,000 sqft",,
13479378,,,Commercial only,,,,Commercial (1),,,,,,,"2,900 sqft",Restaurant,
13489238,,,Offices only,,2017,,Commercial (1),,,,,,,"4,000 sqft",,
13492237,,,Commercial only,,,,Commercial (1),,,,,,,125 sqft,Massotherapy,
13496242,,,Commercial only,,,,Commercial (1),,,,,,,575 sqft,,
13499119,"7,734 sqft",,Offices only,,1942,,Office (1),,,,,,,134 sqft,,
13499413,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,400 sqft",,
13505913,,,Offices only,,,,Office (1),,,,,,,"1,150 sqft",Other,
13509314,"146,654 sqft",,Industrial only,,2005,,Industrial (1),,,,,"20,000 sqft",,"20,000 sqft",,
13517346,,,Commercial and office space,,,,Commercial (1),,,,,,,907 sqft,Vacant,
13521247,,,Commercial and industrial,,,,Industrial (1),,,,,840 sqft,,840 sqft,Other,
13526323,"34,075 sqft",,ask for grid,,1969,,Commercial (1),,,,,"1,560 sqft",,"1,560 sqft",,
13532140,,,Commercial only,,1991,,Commercial (1),,,,,,,"4,679 sqft",Restaurant,
13541921,,,Commercial only,,1948,,Commercial (1),,,,,,,"1,780 sqft",,
13543566,,,Industrial only,,,,Industrial (1),,,,,"6,458 sqft",,"6,458 sqft",,
13544921,,,Commercial only,,1965,,Commercial (1),,,,,,,200 sqft,,
13546985,,,Commercial only,,1974,,Commercial (1),,,,,,,"8,708 sqft",,
13569309,Residential,,,,,,,,,,,,,,,
13572044,"63,977 sqft",,Commercial and office space,,1978,,Commercial (1),,,,,,,"3,600 sqft",,
13573339,,,Commercial only,,Unknown age,,Commercial (1),,,,,"12,000 sqft",,"12,000 sqft",,
13574576,,,Commercial only,,,,Commercial (1),,,,,,,"30,000 sqft",,
13575226,,,Offices only,,,,Office (1),,,,,,,"1,130 sqft",Other,
13593473,,,Commercial and office space,,1910,,Commercial (1),,,,,,,"1,200 sqft","Accounting, Antique, Arts and Crafts supplies, Auction services, Beauty salon, Auto parts, Bookstore, Butcher shop, Snack bar, Deli/Cheese shop, Dry-cleaning, Coffee/Donuts, Fast food, Restaurant, Grocery store, Florist, Hairdresser, Pastry shop, Laundromat, Pet grooming, Boutique, Variety store",
13601672,,,Offices only,,,,Office (1),,,,,,,165 sqft,,
13611542,,,Commercial and office space,,,,Commercial (1),,,,,"2,200 sqft",,"2,200 sqft","Boutique, Travel agency, Gift shop, Shopping centre, Health centre, Accounting, Shoe repair shop, Convenience store, Massotherapy, Hairdresser, Beauty salon, Hairdresser - Men's, Pet grooming, Variety store",
13615438,"13,412 sqft",,Commercial and office space,,1970,,Office (1),,,,,,,800 sqft,,
13621734,"7,875 sqft",,Commercial and office space,,1974,,Office (2),,,,,"3,560 sqft",,"From 1,700 sqft to 3,450 sqft",,
13627170,,,Commercial and industrial,,2016,,Commercial (1),,,,,,,"4,500 sqft",,
13628992,"4,863 sqft",,Industrial only,,2013,,Industrial (1),,,,,"2,250 sqft",,"2,250 sqft",,
13639424,,,Commercial only,,1965,,Commercial (1),,,,,,,"1,100 sqft",Other,
13640079,,,Commercial and office space,,2013,,Commercial (1),,,,,"2,480 sqft",,"2,480 sqft",,
13640313,,,Commercial and office space,,2004,,Commercial (1),,,,,,,"1,675 sqft","Other, Health centre, Massotherapy, Beauty salon, Photo studio, Accounting",
13654753,,,Commercial and office space,,"To be built, New",,Office (1),,,,,"139,360 sqft",,"139,926 sqft",,
13661427,,,Commercial only,,,,Commercial (1),,,,,900 sqft,,900 sqft,,
13678615,,,Commercial and office space,,Unknown age,,Office (1),,,,,"2,000 sqft",,750 sqft,office,
13695279,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,000 sqft",,
13701424,,,Offices only,,,,Office (1),,,,,,,400 sqft,,
13717186,,,Commercial only,,1900,,Commercial (1),,,,,,,700 sqft,,
13719654,,,Commercial and office space,,,,Office (1),,,,,,,"2,138 sqft",,
13725488,,,Commercial and office space,,2004,,Office (1),,,,,,,"1,500 sqft",,
13725560,,,Commercial only,,,,Commercial (1),,,,,"5,000 sqft",,"5,000 sqft",,
13727506,,,Commercial and office space,,1988,,Commercial (1),,,,,,,464 sqft,,
13731792,,,Commercial and residential,,"1929, Historic",,Commercial (1),,,,,,,"2,160 sqft",,
13734141,,,Offices only,,,,Office (1),,,,,,,"1,000 sqft","PROFESSIONAL OFFICES, Travel agency",
13756060,,,Commercial and office space,,,,Office (1),,,,,,,"1,000 sqft",,
13761497,,,Commercial only,,,,Commercial (1),,,,,,,800 sqft,,
13776158,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,932 sqft",,
13785072,"36,476 sqft",,Commercial only,,2004,,Commercial (1),,,,,"4,178 sqft",,"36,476 sqft",,
13788928,,,Offices only,,,,Office (1),,,,,"5,743 sqft",,"5,743 sqft",,
13789304,,,Commercial and office space,,,,Office (1),,,,,,,730 sqft,Office,
13808642,"70,000 sqft",,Commercial and office space,,"2016, New",,Commercial (1),,,,,,,"1,560 sqft",,
13812656,,,Offices only,,2017,,Commercial (1),,,,,,,90 sqft,,
13816214,,,Offices only,,,,Commercial (1),,,,,,,201 sqft,,
13823658,,,Offices only,,,,Office (5),,,,,,,"From 848 sqft to 7,842 sqft",,
13847887,"369,417 sqft",,Commercial only,,1928,,Commercial (1),,,,,,,"15,000 sqft",,
13850126,,,Offices only,,1932,,Office (1),,,,,"1,450 sqft",,"1,450 sqft",,
13856315,,,Commercial and office space,,,,Commercial (1),,,,,"2,450 sqft",,"2,450 sqft",,
13866963,,,Commercial only,,,,Commercial (1),,,,,"3,333 sqft",,"3,333 sqft",,
13892013,,,Offices only,,", Century",,Office (1),,,,,,,"1,000 sqft",,
13892376,"3,667 sqft",,Offices only,,1919,,Office (1),,,,,911 sqft,,"2,792 sqft",,
13895490,"8,184 sqft",,Offices only,,,,Office (1),,,,,"7,481 sqft",,771 sqft,,
13898513,,,Commercial and office space,,1922,,Office (1),,,,,,,"1,100 sqft",,
13908212,,,Commercial and office space,,,,Office (1),,,,,,,201 sqft,,
13922390,,,Industrial and offices,,1987,,Industrial (1),,,,,,,"3,000 sqft",,
13925380,,,Offices only,,Unknown age,,Office (1),,,,,"2,992 sqft",,"2,992 sqft",,
13933008,,,Offices only,,2016,,Office (1),,,,,,,"3,000 sqft",professional office,
13941976,,,Commercial only,,1945,,Commercial (1),,,,,,,"1,680 sqft",,
13944818,"86,832 sqft",,Commercial only,,1989,,Commercial (1),,,,,,,"1,085 sqft",,
13967704,,,Commercial and office space,,,,Commercial (1),,,,,"3,200 sqft",,"3,200 sqft",,
13975937,,,Commercial only,,,,Commercial (1),,,,,,,"3,600 sqft",,
13980995,,,Commercial only,,,,Commercial (1),,,,,700 sqft,,700 sqft,,
13988707,,,Commercial and office space,,2003,,Commercial (1),,,,,"2,000 sqft",,"2,000 sqft",,
14008335,,,Commercial and industrial,,,,Commercial (1),,,,,,,"3,936 sqft",Other,
14008453,,,Commercial and office space,,1980,,Commercial (1),,,,,,,"1,113 sqft",Daycare centre,
14019787,,,Commercial only,,1995,,"Residential (1), Commercial (1)",,,,,"1,000 sqft",,"1,000 sqft",,
14025021,"19,063 sqft",,Commercial and residential,,1992,,Commercial (1),,,,,,,"1,000 sqft",,
14040692,,,Commercial and office space,,1978,,Office (1),,,,,"4,300 sqft",,"4,300 sqft",,
14060783,,,Offices only,,,,Office (1),,,,,,,650 sqft,,
14064267,,,Offices only,,"To be built, New",,Office (1),,,,,,,"2,000 sqft",,
14069819,"177,952 sqft",,Industrial only,,,,Industrial (1),,,,,,,"6,100 sqft",,
14097948,,,Commercial only,,,,Commercial (1),,,,,,,"1,424 sqft",,
14098829,,,Offices only,,2000,,Office (1),,,,,,,"4,920 sqft",,
14102316,,,Commercial only,,1974,,Commercial (1),,,,,,,"5,315 sqft",,
14108810,,,Offices only,,,,Office (1),,,,,,,103 sqft,,
14118006,"10,701 sqft",,Commercial only,,Unknown age,,Commercial (1),,,,,"1,059 sqft",,"1,000 sqft",,
14134426,,,Commercial and office space,,,,Office (1),,,,,"4,100 sqft",,"4,100 sqft",,
14135992,,,Commercial and office space,,,,Commercial (1),,,,,,,861 sqft,,
14142596,"8,391 sqft",,Offices only,,Unknown age,,Office (1),,,,,,,"2,497 sqft",Other,
14146945,,,Commercial and office space,,2017,,Commercial (1),,,,,,,"1,323 sqft",,
14150530,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,000 sqft",,
14162498,,,Commercial only,,2014,,Commercial (1),,,,,,,"1,034 sqft",,
14162854,,,Commercial only,,,,Commercial (1),,,,,,,"2,070 sqft",,
14166556,,,Commercial and office space,,1988,,Commercial (1),,,,,,,174 sqft,,
14170855,,,Commercial and industrial,,1986,,Industrial (1),,,,,,,"2,100 sqft",,
14178499,"11,839 sqft",,Commercial only,,,,Commercial (3),,,,,"1,855 sqft",,"From 433 sqft to 1,855 sqft",,
14193571,,,Industrial and offices,,1978,,"Industrial (1), Office (2)",,,,,,,"From 1,076 sqft to 3,575 sqft",,
